x-axis,1,2,EXT
second,Volt,Volt,
+2.22500E-03,+739.69848E-03,-9.54774E-03,0
+2.25000E-03,+729.64823E-03,+64.32161E-03,0
+2.27500E-03,+731.65828E-03,-5.02513E-03,0
+2.30000E-03,+723.61808E-03,-70.35176E-03,0
+2.32500E-03,+715.57788E-03,+5.02513E-03,0
+2.35000E-03,+701.50753E-03,+57.28643E-03,0
+2.37500E-03,+713.56783E-03,-23.11558E-03,0
+2.40000E-03,+701.50753E-03,-68.34171E-03,0
+2.42500E-03,+689.44723E-03,+18.59296E-03,0
+2.45000E-03,+683.41708E-03,+52.76382E-03,0
+2.47500E-03,+689.44723E-03,-37.68844E-03,0
+2.50000E-03,+683.41708E-03,-58.79397E-03,0
+2.52500E-03,+663.31658E-03,+27.63819E-03,0
+2.55000E-03,+667.33668E-03,+40.70352E-03,0
+2.57500E-03,+661.30653E-03,-48.74372E-03,0
+2.60000E-03,+651.25627E-03,-49.24623E-03,0
+2.62500E-03,+635.17587E-03,+35.67839E-03,0
+2.65000E-03,+629.14572E-03,+28.14070E-03,0
+2.67500E-03,+627.13567E-03,-52.26131E-03,0
+2.70000E-03,+633.16582E-03,-35.67839E-03,0
+2.72500E-03,+609.04522E-03,+43.71859E-03,0
+2.75000E-03,+611.05527E-03,+19.09548E-03,0
+2.77500E-03,+613.06532E-03,-59.29648E-03,0
+2.80000E-03,+603.01507E-03,-23.11558E-03,0
+2.82500E-03,+605.02512E-03,+47.73869E-03,0
+2.85000E-03,+594.97487E-03,+5.02513E-03,0
+2.87500E-03,+594.97487E-03,-60.30151E-03,0
+2.90000E-03,+588.94472E-03,-8.54271E-03,0
+2.92500E-03,+578.89447E-03,+47.73869E-03,0
+2.95000E-03,+578.89447E-03,-7.03518E-03,0
+2.97500E-03,+578.89447E-03,-58.29146E-03,0
+3.00000E-03,+562.81406E-03,+1.50754E-03,0
+3.02500E-03,+546.73366E-03,+44.22111E-03,0
+3.05000E-03,+554.77386E-03,-17.58794E-03,0
+3.07500E-03,+546.73366E-03,-53.26633E-03,0
+3.10000E-03,+530.65326E-03,+11.55779E-03,0
+3.12500E-03,+530.65326E-03,+40.20100E-03,0
+3.15000E-03,+522.61306E-03,-25.62814E-03,0
+3.17500E-03,+536.68341E-03,-46.73367E-03,0
+3.20000E-03,+528.64321E-03,+21.60804E-03,0
+3.22500E-03,+516.58291E-03,+32.66332E-03,0
+3.25000E-03,+514.57286E-03,-35.67839E-03,0
+3.27500E-03,+508.54271E-03,-36.68342E-03,0
+3.30000E-03,+500.50251E-03,+30.65327E-03,0
+3.32500E-03,+488.44221E-03,+22.61307E-03,0
+3.35000E-03,+490.45226E-03,-41.70854E-03,0
+3.37500E-03,+490.45226E-03,-28.14070E-03,0
+3.40000E-03,+482.41206E-03,+33.66834E-03,0
+3.42500E-03,+480.40200E-03,+12.56281E-03,0
+3.45000E-03,+474.37185E-03,-44.22111E-03,0
+3.47500E-03,+464.32160E-03,-20.60301E-03,0
+3.50000E-03,+458.29145E-03,+33.66834E-03,0
+3.52500E-03,+450.25125E-03,+1.50754E-03,0
+3.55000E-03,+448.24120E-03,-45.72864E-03,0
+3.57500E-03,+444.22110E-03,-8.04020E-03,0
+3.60000E-03,+442.21105E-03,+36.18090E-03,0
+3.62500E-03,+442.21105E-03,-8.54271E-03,0
+3.65000E-03,+448.24120E-03,-48.24121E-03,0
+3.67500E-03,+444.22110E-03,+1.00503E-03,0
+3.70000E-03,+426.13065E-03,+32.16080E-03,0
+3.72500E-03,+416.08040E-03,-15.57789E-03,0
+3.75000E-03,+410.05025E-03,-38.69347E-03,0
+3.77500E-03,+408.04020E-03,+8.04020E-03,0
+3.80000E-03,+408.04020E-03,+26.13065E-03,0
+3.82500E-03,+410.05025E-03,-25.12563E-03,0
+3.85000E-03,+393.96985E-03,-35.17588E-03,0
+3.87500E-03,+393.96985E-03,+17.58794E-03,0
+3.90000E-03,+393.96985E-03,+22.11055E-03,0
+3.92500E-03,+395.97990E-03,-28.14070E-03,0
+3.95000E-03,+393.96985E-03,-32.16080E-03,0
+3.97500E-03,+375.87939E-03,+19.09548E-03,0
+4.00000E-03,+375.87939E-03,+14.07035E-03,0
+4.02500E-03,+365.82914E-03,-34.17085E-03,0
+4.05000E-03,+371.85929E-03,-22.11055E-03,0
+4.07500E-03,+353.76884E-03,+22.11055E-03,0
+4.10000E-03,+353.76884E-03,+6.53266E-03,0
+4.12500E-03,+359.79899E-03,-36.18090E-03,0
+4.15000E-03,+353.76884E-03,-14.57286E-03,0
+4.17500E-03,+345.72864E-03,+24.12060E-03,0
+4.20000E-03,+343.71859E-03,-1.00503E-03,0
+4.22500E-03,+347.73869E-03,-36.68342E-03,0
+4.25000E-03,+337.68844E-03,-10.05025E-03,0
+4.27500E-03,+329.64824E-03,+22.61307E-03,0
+4.30000E-03,+329.64824E-03,-9.04523E-03,0
+4.32500E-03,+329.64824E-03,-34.17085E-03,0
+4.35000E-03,+321.60804E-03,-502.51E-06,0
+4.37500E-03,+315.57789E-03,+23.61809E-03,0
+4.40000E-03,+315.57789E-03,-16.08040E-03,0
+4.42500E-03,+305.52763E-03,-30.65327E-03,0
+4.45000E-03,+313.56784E-03,+6.03015E-03,0
+4.47500E-03,+305.52763E-03,+17.08543E-03,0
+4.50000E-03,+305.52763E-03,-19.59799E-03,0
+4.52500E-03,+299.49748E-03,-26.63317E-03,0
+4.55000E-03,+295.47738E-03,+12.06030E-03,0
+4.57500E-03,+289.44723E-03,+16.58291E-03,0
+4.60000E-03,+289.44723E-03,-21.60804E-03,0
+4.62500E-03,+283.41708E-03,-20.10050E-03,0
+4.65000E-03,+281.40703E-03,+14.57286E-03,0
+4.67500E-03,+267.33668E-03,+10.05025E-03,0
+4.70000E-03,+281.40703E-03,-27.63819E-03,0
+4.72500E-03,+265.32663E-03,-18.09045E-03,0
+4.75000E-03,+255.27638E-03,+14.07035E-03,0
+4.77500E-03,+265.32663E-03,+2.51256E-03,0
+4.80000E-03,+265.32663E-03,-28.14070E-03,0
+4.82500E-03,+265.32663E-03,-12.56281E-03,0
+4.85000E-03,+247.23618E-03,+14.07035E-03,0
+4.87500E-03,+257.28643E-03,-4.02010E-03,0
+4.90000E-03,+263.31658E-03,-28.14070E-03,0
+4.92500E-03,+241.20603E-03,-3.01508E-03,0
+4.95000E-03,+233.16583E-03,+14.57286E-03,0
+4.97500E-03,+241.20603E-03,-9.54774E-03,0
+5.00000E-03,+235.17588E-03,-26.13065E-03,0
+5.02500E-03,+225.12563E-03,+1.50754E-03,0
+5.05000E-03,+217.08542E-03,+14.07035E-03,0
+5.07500E-03,+233.16583E-03,-14.07035E-03,0
+5.10000E-03,+231.15578E-03,-25.62814E-03,0
+5.12500E-03,+217.08542E-03,+3.01508E-03,0
+5.15000E-03,+217.08542E-03,+12.56281E-03,0
+5.17500E-03,+223.11558E-03,-15.57789E-03,0
+5.20000E-03,+215.07537E-03,-22.11055E-03,0
+5.22500E-03,+207.03517E-03,+5.52764E-03,0
+5.25000E-03,+209.04522E-03,+6.53266E-03,0
+5.27500E-03,+201.00502E-03,-18.09045E-03,0
+5.30000E-03,+201.00502E-03,-14.57286E-03,0
+5.32500E-03,+184.92462E-03,+8.04020E-03,0
+5.35000E-03,+192.96482E-03,+4.02010E-03,0
+5.37500E-03,+201.00502E-03,-21.60804E-03,0
+5.40000E-03,+176.88442E-03,-15.57789E-03,0
+5.42500E-03,+170.85427E-03,+8.54271E-03,0
+5.45000E-03,+174.87437E-03,-1.50754E-03,0
+5.47500E-03,+182.91457E-03,-21.60804E-03,0
+5.50000E-03,+176.88442E-03,-6.53266E-03,0
+5.52500E-03,+162.81407E-03,+9.54774E-03,0
+5.55000E-03,+176.88442E-03,-3.51759E-03,0
+5.57500E-03,+176.88442E-03,-22.11055E-03,0
+5.60000E-03,+168.84422E-03,-4.52261E-03,0
+5.62500E-03,+162.81407E-03,+6.53266E-03,0
+5.65000E-03,+160.80402E-03,-8.54271E-03,0
+5.67500E-03,+174.87437E-03,-21.60804E-03,0
+5.70000E-03,+160.80402E-03,-2.01005E-03,0
+5.72500E-03,+144.72362E-03,+4.02010E-03,0
+5.75000E-03,+146.73367E-03,-10.05025E-03,0
+5.77500E-03,+152.76382E-03,-18.09045E-03,0
+5.80000E-03,+144.72362E-03,+1.50754E-03,0
+5.82500E-03,+136.68342E-03,+6.03015E-03,0
+5.85000E-03,+144.72362E-03,-14.07035E-03,0
+5.87500E-03,+134.67337E-03,-14.57286E-03,0
+5.90000E-03,+120.60301E-03,+1.50754E-03,0
+5.92500E-03,+120.60301E-03,+0.0E+00,0
+5.95000E-03,+134.67337E-03,-16.58291E-03,0
+5.97500E-03,+122.61306E-03,-14.07035E-03,0
+6.00000E-03,+122.61306E-03,+4.02010E-03,0
+6.02500E-03,+128.64321E-03,-1.50754E-03,0
+6.05000E-03,+128.64321E-03,-17.58794E-03,0
+6.07500E-03,+120.60301E-03,-8.54271E-03,0
+6.10000E-03,+116.58291E-03,+6.03015E-03,0
+6.12500E-03,+112.56281E-03,-3.51759E-03,0
+6.15000E-03,+114.57286E-03,-15.57789E-03,0
+6.17500E-03,+112.56281E-03,-6.03015E-03,0
+6.20000E-03,+106.53266E-03,+6.03015E-03,0
+6.22500E-03,+118.59296E-03,-6.03015E-03,0
+6.25000E-03,+112.56281E-03,-15.57789E-03,0
+6.27500E-03,+104.52261E-03,-4.02010E-03,0
+6.30000E-03,+96.48241E-03,+1.50754E-03,0
+6.32500E-03,+110.55276E-03,-8.04020E-03,0
+6.35000E-03,+98.49246E-03,-14.07035E-03,0
+6.37500E-03,+88.44221E-03,-4.52261E-03,0
+6.40000E-03,+96.48241E-03,+3.51759E-03,0
+6.42500E-03,+96.48241E-03,-9.54774E-03,0
+6.45000E-03,+88.44221E-03,-13.56784E-03,0
+6.47500E-03,+82.41206E-03,-2.01005E-03,0
+6.50000E-03,+88.44221E-03,-1.50754E-03,0
+6.52500E-03,+82.41206E-03,-8.04020E-03,0
+6.55000E-03,+82.41206E-03,-9.54774E-03,0
+6.57500E-03,+86.43216E-03,+0.0E+00,0
+6.60000E-03,+88.44221E-03,-2.01005E-03,0
+6.62500E-03,+88.44221E-03,-10.05025E-03,0
+6.65000E-03,+82.41206E-03,-6.53266E-03,0
+6.67500E-03,+74.37186E-03,+1.50754E-03,0
+6.70000E-03,+86.43216E-03,-5.02513E-03,0
+6.72500E-03,+80.40201E-03,-10.55276E-03,0
+6.75000E-03,+74.37186E-03,-6.53266E-03,0
+6.77500E-03,+66.33166E-03,+0.0E+00,0
+6.80000E-03,+70.35176E-03,-6.03015E-03,0
+6.82500E-03,+78.39196E-03,-12.06030E-03,0
+6.85000E-03,+64.32161E-03,-6.53266E-03,0
+6.87500E-03,+72.36181E-03,-2.01005E-03,0
+6.90000E-03,+72.36181E-03,-8.54271E-03,0
+6.92500E-03,+80.40201E-03,-12.06030E-03,0
+6.95000E-03,+64.32161E-03,-7.53769E-03,0
+6.97500E-03,+64.32161E-03,-4.02010E-03,0
+7.00000E-03,+64.32161E-03,-11.55779E-03,0
+7.02500E-03,+78.39196E-03,-8.04020E-03,0
+7.05000E-03,+70.35176E-03,-4.02010E-03,0
+7.07500E-03,+66.33166E-03,-4.02010E-03,0
+7.10000E-03,+78.39196E-03,-10.05025E-03,0
+7.12500E-03,+66.33166E-03,-6.53266E-03,0
+7.15000E-03,+56.28141E-03,-2.01005E-03,0
+7.17500E-03,+66.33166E-03,-7.53769E-03,0
+7.20000E-03,+64.32161E-03,-10.05025E-03,0
+7.22500E-03,+64.32161E-03,-4.52261E-03,0
+7.25000E-03,+56.28141E-03,+0.0E+00,0
+7.27500E-03,+56.28141E-03,-6.03015E-03,0
+7.30000E-03,+64.32161E-03,-8.54271E-03,0
+7.32500E-03,+56.28141E-03,-4.02010E-03,0
+7.35000E-03,+56.28141E-03,-1.50754E-03,0
+7.37500E-03,+56.28141E-03,-6.53266E-03,0
+7.40000E-03,+56.28141E-03,-7.53769E-03,0
+7.42500E-03,+56.28141E-03,-2.01005E-03,0
+7.45000E-03,+56.28141E-03,-2.51256E-03,0
+7.47500E-03,+56.28141E-03,-8.04020E-03,0
+7.50000E-03,+58.29146E-03,-10.05025E-03,0
+7.52500E-03,+54.27136E-03,-5.52764E-03,0
+7.55000E-03,+56.28141E-03,-4.52261E-03,0
+7.57500E-03,+56.28141E-03,-6.03015E-03,0
+7.60000E-03,+56.28141E-03,-6.53266E-03,0
+7.62500E-03,+56.28141E-03,-3.51759E-03,0
+7.65000E-03,+48.24121E-03,-4.52261E-03,0
+7.67500E-03,+48.24121E-03,-8.54271E-03,0
+7.70000E-03,+42.21105E-03,-5.02513E-03,0
+7.72500E-03,+48.24121E-03,-3.51759E-03,0
+7.75000E-03,+48.24121E-03,-5.52764E-03,0
+7.77500E-03,+50.25126E-03,-10.05025E-03,0
+7.80000E-03,+48.24121E-03,-4.52261E-03,0
+7.82500E-03,+54.27136E-03,-2.01005E-03,0
+7.85000E-03,+48.24121E-03,-5.52764E-03,0
+7.87500E-03,+56.28141E-03,-7.53769E-03,0
+7.90000E-03,+48.24121E-03,-3.51759E-03,0
+7.92500E-03,+50.25126E-03,-3.01508E-03,0
+7.95000E-03,+62.31156E-03,-8.04020E-03,0
+7.97500E-03,+56.28141E-03,-2.51256E-03,0
+8.00000E-03,+56.28141E-03,-1.50754E-03,0
+8.02500E-03,+56.28141E-03,-2.01005E-03,0
+8.05000E-03,+62.31156E-03,-6.53266E-03,0
+8.07500E-03,+56.28141E-03,-7.53769E-03,0
+8.10000E-03,+56.28141E-03,-502.51E-06,0
+8.12500E-03,+64.32161E-03,-5.02513E-03,0
+8.15000E-03,+64.32161E-03,-10.05025E-03,0
+8.17500E-03,+56.28141E-03,-6.03015E-03,0
+8.20000E-03,+56.28141E-03,-2.51256E-03,0
+8.22500E-03,+58.29146E-03,-4.52261E-03,0
+8.25000E-03,+56.28141E-03,-6.03015E-03,0
+8.27500E-03,+56.28141E-03,-502.51E-06,0
+8.30000E-03,+56.28141E-03,-2.01005E-03,0
+8.32500E-03,+56.28141E-03,-7.53769E-03,0
+8.35000E-03,+66.33166E-03,-8.04020E-03,0
+8.37500E-03,+72.36181E-03,-2.01005E-03,0
+8.40000E-03,+62.31156E-03,-7.53769E-03,0
+8.42500E-03,+70.35176E-03,-10.05025E-03,0
+8.45000E-03,+58.29146E-03,-6.53266E-03,0
+8.47500E-03,+64.32161E-03,-2.01005E-03,0
+8.50000E-03,+66.33166E-03,-8.04020E-03,0
+8.52500E-03,+62.31156E-03,-10.05025E-03,0
+8.55000E-03,+62.31156E-03,-6.03015E-03,0
+8.57500E-03,+64.32161E-03,-2.01005E-03,0
+8.60000E-03,+58.29146E-03,-5.52764E-03,0
+8.62500E-03,+64.32161E-03,-9.54774E-03,0
+8.65000E-03,+64.32161E-03,-7.53769E-03,0
+8.67500E-03,+64.32161E-03,-502.51E-06,0
+8.70000E-03,+70.35176E-03,-6.03015E-03,0
+8.72500E-03,+64.32161E-03,-8.04020E-03,0
+8.75000E-03,+66.33166E-03,-2.01005E-03,0
+8.77500E-03,+64.32161E-03,-2.01005E-03,0
+8.80000E-03,+64.32161E-03,-8.04020E-03,0
+8.82500E-03,+66.33166E-03,-11.55779E-03,0
+8.85000E-03,+64.32161E-03,-4.02010E-03,0
+8.87500E-03,+70.35176E-03,-2.01005E-03,0
+8.90000E-03,+64.32161E-03,-6.53266E-03,0
+8.92500E-03,+70.35176E-03,-8.04020E-03,0
+8.95000E-03,+64.32161E-03,-4.02010E-03,0
+8.97500E-03,+64.32161E-03,-2.01005E-03,0
+9.00000E-03,+72.36181E-03,-10.55276E-03,0
+9.02500E-03,+72.36181E-03,-9.54774E-03,0
+9.05000E-03,+64.32161E-03,-2.01005E-03,0
+9.07500E-03,+70.35176E-03,-6.03015E-03,0
+9.10000E-03,+72.36181E-03,-13.56784E-03,0
+9.12500E-03,+64.32161E-03,-9.54774E-03,0
+9.15000E-03,+58.29146E-03,-2.01005E-03,0
+9.17500E-03,+72.36181E-03,-6.03015E-03,0
+9.20000E-03,+70.35176E-03,-10.55276E-03,0
+9.22500E-03,+64.32161E-03,-4.02010E-03,0
+9.25000E-03,+70.35176E-03,-502.51E-06,0
+9.27500E-03,+72.36181E-03,-7.53769E-03,0
+9.30000E-03,+70.35176E-03,-10.05025E-03,0
+9.32500E-03,+64.32161E-03,-2.01005E-03,0
+9.35000E-03,+58.29146E-03,+502.51E-06,0
+9.37500E-03,+78.39196E-03,-8.54271E-03,0
+9.40000E-03,+78.39196E-03,-7.53769E-03,0
+9.42500E-03,+74.37186E-03,-502.51E-06,0
+9.45000E-03,+70.35176E-03,-2.01005E-03,0
+9.47500E-03,+74.37186E-03,-10.05025E-03,0
+9.50000E-03,+72.36181E-03,-8.04020E-03,0
+9.52500E-03,+72.36181E-03,-502.51E-06,0
+9.55000E-03,+72.36181E-03,-1.50754E-03,0
+9.57500E-03,+72.36181E-03,-8.04020E-03,0
+9.60000E-03,+80.40201E-03,-7.03518E-03,0
+9.62500E-03,+80.40201E-03,+3.51759E-03,0
+9.65000E-03,+86.43216E-03,-3.51759E-03,0
+9.67500E-03,+96.48241E-03,-12.56281E-03,0
+9.70000E-03,+80.40201E-03,-4.02010E-03,0
+9.72500E-03,+80.40201E-03,+2.01005E-03,0
+9.75000E-03,+86.43216E-03,-5.02513E-03,0
+9.77500E-03,+94.47236E-03,-11.55779E-03,0
+9.80000E-03,+74.37186E-03,-7.53769E-03,0
+9.82500E-03,+74.37186E-03,+0.0E+00,0
+9.85000E-03,+88.44221E-03,-6.03015E-03,0
+9.87500E-03,+82.41206E-03,-12.06030E-03,0
+9.90000E-03,+80.40201E-03,-2.51256E-03,0
+9.92500E-03,+74.37186E-03,-1.00503E-03,0
+9.95000E-03,+86.43216E-03,-9.54774E-03,0
+9.97500E-03,+80.40201E-03,-10.55276E-03,0
+10.00000E-03,+78.39196E-03,-4.02010E-03,0
+10.02500E-03,+72.36181E-03,-2.01005E-03,0
+10.05000E-03,+72.36181E-03,-8.04020E-03,0
+10.07500E-03,+86.43216E-03,-8.04020E-03,0
+10.10000E-03,+72.36181E-03,-502.51E-06,0
+10.12500E-03,+72.36181E-03,-3.51759E-03,0
+10.15000E-03,+82.41206E-03,-10.05025E-03,0
+10.17500E-03,+72.36181E-03,-8.54271E-03,0
+10.20000E-03,+72.36181E-03,+0.0E+00,0
+10.22500E-03,+78.39196E-03,-3.51759E-03,0
+10.25000E-03,+80.40201E-03,-11.55779E-03,0
+10.27500E-03,+80.40201E-03,-6.53266E-03,0
+10.30000E-03,+80.40201E-03,+0.0E+00,0
+10.32500E-03,+80.40201E-03,-7.53769E-03,0
+10.35000E-03,+80.40201E-03,-12.06030E-03,0
+10.37500E-03,+78.39196E-03,-5.52764E-03,0
+10.40000E-03,+80.40201E-03,+2.51256E-03,0
+10.42500E-03,+80.40201E-03,-5.52764E-03,0
+10.45000E-03,+80.40201E-03,-10.05025E-03,0
+10.47500E-03,+80.40201E-03,-2.01005E-03,0
+10.50000E-03,+74.37186E-03,+502.51E-06,0
+10.52500E-03,+80.40201E-03,-8.54271E-03,0
+10.55000E-03,+88.44221E-03,-12.06030E-03,0
+10.57500E-03,+80.40201E-03,-2.01005E-03,0
+10.60000E-03,+88.44221E-03,+0.0E+00,0
+10.62500E-03,+88.44221E-03,-8.04020E-03,0
+10.65000E-03,+74.37186E-03,-8.04020E-03,0
+10.67500E-03,+74.37186E-03,+0.0E+00,0
+10.70000E-03,+80.40201E-03,+0.0E+00,0
+10.72500E-03,+94.47236E-03,-8.54271E-03,0
+10.75000E-03,+88.44221E-03,-8.54271E-03,0
+10.77500E-03,+80.40201E-03,+0.0E+00,0
+10.80000E-03,+74.37186E-03,-1.50754E-03,0
+10.82500E-03,+80.40201E-03,-9.54774E-03,0
+10.85000E-03,+82.41206E-03,-8.04020E-03,0
+10.87500E-03,+80.40201E-03,+502.51E-06,0
+10.90000E-03,+86.43216E-03,-5.02513E-03,0
+10.92500E-03,+86.43216E-03,-10.05025E-03,0
