x-axis,1,2
second,Volt,Volt
-49.0000E-03,+38.8861E-03,-10.7412E-03
-48.7500E-03,+35.1052E-03,-8.6773E-03
-48.5000E-03,+40.4138E-03,-11.2332E-03
-48.2500E-03,+32.5464E-03,-11.1512E-03
-48.0000E-03,+34.7233E-03,-10.3858E-03
-47.7500E-03,+38.3514E-03,-11.3973E-03
-47.5000E-03,+37.7786E-03,-9.2240E-03
-47.2500E-03,+36.6329E-03,-9.7434E-03
-47.0000E-03,+35.9072E-03,-11.2196E-03
-46.7500E-03,+34.0741E-03,-11.1922E-03
-46.5000E-03,+38.8097E-03,-10.0851E-03
-46.2500E-03,+34.3414E-03,-9.3607E-03
-46.0000E-03,+36.0982E-03,-11.2742E-03
-45.7500E-03,+37.8550E-03,-11.3289E-03
-45.5000E-03,+34.1122E-03,-10.0304E-03
-45.2500E-03,+42.3233E-03,-11.6159E-03
-45.0000E-03,+35.1052E-03,-10.4541E-03
-44.7500E-03,+36.2128E-03,-11.0282E-03
-44.5000E-03,+39.9937E-03,-12.1627E-03
-44.2500E-03,+39.1916E-03,-10.5772E-03
-44.0000E-03,+37.2821E-03,-10.1944E-03
-43.7500E-03,+34.7233E-03,-11.9577E-03
-43.5000E-03,+36.9384E-03,-9.7297E-03
-43.2500E-03,+38.2369E-03,-10.5908E-03
-43.0000E-03,+36.0600E-03,-10.7548E-03
-42.7500E-03,+34.9906E-03,-10.5635E-03
-42.5000E-03,+36.0600E-03,-9.6340E-03
-42.2500E-03,+35.7545E-03,-8.8686E-03
-42.0000E-03,+33.2720E-03,-10.2491E-03
-41.7500E-03,+34.8379E-03,-9.9894E-03
-41.5000E-03,+34.5324E-03,-10.2491E-03
-41.2500E-03,+33.3866E-03,-10.6592E-03
-41.0000E-03,+37.5494E-03,-11.1786E-03
-40.7500E-03,+35.4489E-03,-12.1627E-03
-40.5000E-03,+32.9665E-03,-10.6182E-03
-40.2500E-03,+33.9977E-03,-11.3562E-03
-40.0000E-03,+36.6329E-03,-10.0441E-03
-39.7500E-03,+33.9595E-03,-10.3585E-03
-39.5000E-03,+34.3032E-03,-10.5498E-03
-39.2500E-03,+33.8831E-03,-10.5908E-03
-39.0000E-03,+35.6781E-03,-9.8801E-03
-38.7500E-03,+37.2057E-03,-10.1124E-03
-38.5000E-03,+37.5876E-03,-10.4678E-03
-38.2500E-03,+36.6329E-03,-10.7685E-03
-38.0000E-03,+36.6329E-03,-11.0282E-03
-37.7500E-03,+39.9937E-03,-10.9325E-03
-37.5000E-03,+36.6329E-03,-10.5908E-03
