x-axis,1,2
second,Volt,Volt
-49.90000E-03,,
-49.85000E-03,+36.03855E-03,-11.54209E-03
-49.80000E-03,+37.02950E-03,-10.67776E-03
-49.75000E-03,+35.11593E-03,-11.74309E-03
-49.70000E-03,+34.02247E-03,-11.01947E-03
-49.65000E-03,+36.68779E-03,-10.85867E-03
-49.60000E-03,+39.28478E-03,-8.16520E-03
-49.55000E-03,+35.25262E-03,-11.16018E-03
-49.50000E-03,+36.31191E-03,-11.84359E-03
-49.45000E-03,+34.12498E-03,-12.80842E-03
-49.40000E-03,+40.68578E-03,-11.96420E-03
-49.35000E-03,+34.12498E-03,-10.99937E-03
-49.30000E-03,+34.77422E-03,-12.04460E-03
-49.25000E-03,+38.02045E-03,-13.15012E-03
-49.20000E-03,+35.25262E-03,-11.76319E-03
-49.15000E-03,+38.80638E-03,-10.97927E-03
-49.10000E-03,+39.48980E-03,-9.15013E-03
-49.05000E-03,+33.85161E-03,-9.99435E-03
-49.00000E-03,+33.06568E-03,-10.43656E-03
-48.95000E-03,+37.33704E-03,-11.03957E-03
-48.90000E-03,+30.50287E-03,-12.02450E-03
-48.85000E-03,+30.77624E-03,-13.04962E-03
-48.80000E-03,+32.79231E-03,-10.53706E-03
-48.75000E-03,+35.62850E-03,-10.53706E-03
-48.70000E-03,+36.89281E-03,-10.95917E-03
-48.65000E-03,+38.46468E-03,-9.85364E-03
-48.60000E-03,+38.19131E-03,-12.30591E-03
-48.55000E-03,+35.56015E-03,-12.68781E-03
-48.50000E-03,+35.97021E-03,-13.15013E-03
-48.45000E-03,+34.80840E-03,-10.61747E-03
-48.40000E-03,+31.45965E-03,-11.66269E-03
-48.35000E-03,+39.42146E-03,-10.75817E-03
-48.30000E-03,+41.60839E-03,-13.04962E-03
-48.25000E-03,+40.24156E-03,-13.35113E-03
-48.20000E-03,+41.19834E-03,-12.30590E-03
-48.15000E-03,+36.48277E-03,-10.69787E-03
-48.10000E-03,+38.32799E-03,-12.00440E-03
-48.05000E-03,+33.68075E-03,-10.53706E-03
-48.00000E-03,+36.31192E-03,-11.44159E-03
-47.95000E-03,+35.73100E-03,-8.96922E-03
-47.90000E-03,+29.78527E-03,-9.89384E-03
-47.85000E-03,+32.41644E-03,-9.59234E-03
-47.80000E-03,+35.59433E-03,-11.98430E-03
-47.75000E-03,+33.91995E-03,-8.92902E-03
-47.70000E-03,+41.91593E-03,-9.53204E-03
-47.65000E-03,+37.74709E-03,-9.02952E-03
-47.60000E-03,+37.95210E-03,-11.22047E-03
