x-axis,1,2
second,Volt,Volt
-49.90000E-03,,
-49.85000E-03,+33.98829E-03,-10.27575E-03
-49.80000E-03,+38.43051E-03,-9.35113E-03
-49.75000E-03,+41.60839E-03,-13.85364E-03
-49.70000E-03,+39.83151E-03,-10.47676E-03
-49.65000E-03,+35.62850E-03,-11.92400E-03
-49.60000E-03,+33.91995E-03,-10.67776E-03
-49.55000E-03,+35.90186E-03,-9.25063E-03
-49.50000E-03,+38.02046E-03,-8.72802E-03
-49.45000E-03,+35.83352E-03,-10.79837E-03
-49.40000E-03,+35.38930E-03,-9.53204E-03
-49.35000E-03,+38.39633E-03,-10.53706E-03
-49.30000E-03,+36.65362E-03,-11.54209E-03
-49.25000E-03,+34.77422E-03,-12.34611E-03
-49.20000E-03,+38.66970E-03,-13.33103E-03
-49.15000E-03,+34.91091E-03,-12.40641E-03
-49.10000E-03,+37.64458E-03,-11.42148E-03
-49.05000E-03,+40.71995E-03,-9.51194E-03
-49.00000E-03,+40.92498E-03,-10.73806E-03
-48.95000E-03,+40.20739E-03,-10.85867E-03
-48.90000E-03,+41.16417E-03,-11.28078E-03
-48.85000E-03,+46.15312E-03,-12.70792E-03
-48.80000E-03,+38.77221E-03,-12.20540E-03
-48.75000E-03,+34.77423E-03,-13.04962E-03
-48.70000E-03,+36.07272E-03,-9.19033E-03
-48.65000E-03,+36.48277E-03,-10.37626E-03
-48.60000E-03,+34.36418E-03,-10.27575E-03
-48.55000E-03,+36.79031E-03,-10.21545E-03
-48.50000E-03,+37.33704E-03,-10.23555E-03
-48.45000E-03,+34.84257E-03,-10.05465E-03
-48.40000E-03,+35.32096E-03,-11.54209E-03
-48.35000E-03,+38.80639E-03,-11.46168E-03
-48.30000E-03,+34.87674E-03,-9.81344E-03
-48.25000E-03,+38.19131E-03,-11.14007E-03
-48.20000E-03,+34.12498E-03,-10.03455E-03
-48.15000E-03,+36.55111E-03,-11.54209E-03
-48.10000E-03,+37.26870E-03,-12.96922E-03
-48.05000E-03,+40.10488E-03,-13.43153E-03
-48.00000E-03,+36.48277E-03,-11.74309E-03
-47.95000E-03,+37.33704E-03,-11.60238E-03
-47.90000E-03,+38.80638E-03,-12.90892E-03
-47.85000E-03,+40.54909E-03,-12.54711E-03
-47.80000E-03,+37.30287E-03,-10.07475E-03
-47.75000E-03,+39.21643E-03,-12.24560E-03
-47.70000E-03,+32.75815E-03,-11.72299E-03
-47.65000E-03,+33.03152E-03,-10.77827E-03
-47.60000E-03,+36.51693E-03,-11.03957E-03
