x-axis,1,EXT
second,Volt,
+329.000E-09,-233.165830374E-03,1
+332.000E-09,-233.165830374E-03,1
+335.000E-09,-378.894474358E-03,1
+338.000E-09,-466.331660748E-03,1
+341.000E-09,-320.603016764E-03,1
+344.000E-09,-233.165830374E-03,1
+347.000E-09,-233.165830374E-03,1
+350.000E-09,-233.165830374E-03,1
+353.000E-09,+0.0E+00,1
+356.000E-09,+233.165830374E-03,1
+359.000E-09,+466.331660748E-03,1
+362.000E-09,+466.331660748E-03,1
+365.000E-09,+466.331660748E-03,1
+368.000E-09,+320.603016764E-03,1
+371.000E-09,+87.437186390E-03,1
+374.000E-09,-378.894474358E-03,1
+377.000E-09,-699.497491121E-03,1
+380.000E-09,-1.078391965479E+00,1
+383.000E-09,-1.165829151869E+00,1
+386.000E-09,-1.165829151869E+00,1
+389.000E-09,-932.663321495E-03,1
+392.000E-09,-553.768847137E-03,1
+395.000E-09,-87.437186390E-03,1
+398.000E-09,+378.894474358E-03,1
+401.000E-09,+932.663321495E-03,1
+404.000E-09,+1.398994982243E+00,1
+407.000E-09,+1.398994982243E+00,1
+410.000E-09,+1.398994982243E+00,1
+413.000E-09,+1.020100507885E+00,1
+416.000E-09,+553.768847137E-03,1
+419.000E-09,-145.728643984E-03,1
+422.000E-09,-845.226135105E-03,1
+425.000E-09,-1.398994982243E+00,1
+428.000E-09,-2.011055286974E+00,1
+431.000E-09,-2.331658303738E+00,1
+434.000E-09,-2.098492473364E+00,1
+437.000E-09,-1.486432168632E+00,1
+440.000E-09,-641.206033527E-03,1
+443.000E-09,+145.728643984E-03,1
+446.000E-09,+845.226135105E-03,1
+449.000E-09,+1.777889456600E+00,1
+452.000E-09,+2.331658303738E+00,1
+455.000E-09,+2.564824134111E+00,1
+458.000E-09,+2.185929659754E+00,1
+461.000E-09,+1.486432168632E+00,1
+464.000E-09,+553.768847137E-03,1
+467.000E-09,-524.623118342E-03,1
+470.000E-09,-1.690452270211E+00,1
+473.000E-09,-2.623115591706E+00,1
+476.000E-09,-3.176884438843E+00,1
+479.000E-09,-3.264321625233E+00,1
+482.000E-09,-2.652261320501E+00,1
+485.000E-09,-1.807035185396E+00,1
+488.000E-09,-786.934677511E-03,1
+491.000E-09,+291.457287968E-03,1
+494.000E-09,+1.544723626227E+00,1
+497.000E-09,+2.623115591706E+00,1
+500.000E-09,+3.176884438843E+00,1
+503.000E-09,+3.264321625233E+00,1
+506.000E-09,+2.652261320501E+00,1
+509.000E-09,+1.952763829380E+00,1
+512.000E-09,+786.934677511E-03,1
+515.000E-09,-757.788948716E-03,1
+518.000E-09,-2.389949761332E+00,1
+521.000E-09,-3.410050269217E+00,1
+524.000E-09,-3.963819116354E+00,1
+527.000E-09,-3.963819116354E+00,1
+530.000E-09,-3.584924641996E+00,1
+533.000E-09,-2.273366846143E+00,1
+536.000E-09,-874.371863901E-03,1
+539.000E-09,+757.788948716E-03,1
+542.000E-09,+2.156783930958E+00,1
+545.000E-09,+3.176884438843E+00,1
+548.000E-09,+3.876381929964E+00,1
+551.000E-09,+3.818090472370E+00,1
+554.000E-09,+3.206030167638E+00,1
+557.000E-09,+2.040201015769E+00,1
+560.000E-09,+495.477389543E-03,1
+563.000E-09,-1.136683423074E+00,1
+566.000E-09,-2.856281422080E+00,1
+569.000E-09,-4.109547760338E+00,1
+572.000E-09,-4.663316607475E+00,1
+575.000E-09,-4.284422133117E+00,1
+578.000E-09,-3.584924641996E+00,1
+581.000E-09,-2.273366846143E+00,1
+584.000E-09,-495.477389543E-03,1
+587.000E-09,+1.224120609463E+00,1
+590.000E-09,+2.856281422080E+00,1
+593.000E-09,+4.109547760338E+00,1
+596.000E-09,+4.575879421086E+00,1
+599.000E-09,+4.284422133117E+00,1
+602.000E-09,+3.439195998012E+00,1
+605.000E-09,+1.807035185396E+00,1
+608.000E-09,-204.020101579E-03,1
+611.000E-09,-2.069346744569E+00,1
+614.000E-09,-3.555778913201E+00,1
+617.000E-09,-4.575879421086E+00,1
+620.000E-09,-5.042211081833E+00,1
+623.000E-09,-4.750753793865E+00,1
+626.000E-09,-3.672361828386E+00,1
+629.000E-09,-1.894472371785E+00,1
+632.000E-09,+204.020101579E-03,1
+635.000E-09,+2.156783930958E+00,1
+638.000E-09,+3.788944743575E+00,1
+641.000E-09,+4.809045251459E+00,1
+644.000E-09,+5.129648268223E+00,1
+647.000E-09,+4.517587963491E+00,1
+650.000E-09,+3.439195998012E+00,1
+653.000E-09,+1.428140711037E+00,1
+656.000E-09,-903.517592700E-03,1
+659.000E-09,-3.002010066064E+00,1
+662.000E-09,-4.721608065070E+00,1
+665.000E-09,-5.508542742581E+00,1
+668.000E-09,-5.683417115360E+00,1
+671.000E-09,-5.071356810628E+00,1
+674.000E-09,-3.526633184401E+00,1
+677.000E-09,-1.282412067053E+00,1
+680.000E-09,+1.049246236684E+00,1
+683.000E-09,+3.235175896438E+00,1
+686.000E-09,+4.954773895444E+00,1
+689.000E-09,+5.974874403328E+00,1
+692.000E-09,+5.683417115360E+00,1
+695.000E-09,+4.605025149880E+00,1
+698.000E-09,+2.972864337264E+00,1
+701.000E-09,+728.643219916E-03,1
+704.000E-09,-1.748743727806E+00,1
+707.000E-09,-3.934673387559E+00,1
+710.000E-09,-5.654271386565E+00,1
+713.000E-09,-6.441206064076E+00,1
+716.000E-09,-6.382914606481E+00,1
+719.000E-09,-5.071356810628E+00,1
+722.000E-09,-3.147738710043E+00,1
+725.000E-09,-582.914575932E-03,1
+728.000E-09,+1.981909558180E+00,1
+731.000E-09,+4.167839217933E+00,1
+734.000E-09,+5.887437216939E+00,1
+737.000E-09,+6.528643250465E+00,1
+740.000E-09,+6.382914606481E+00,1
+743.000E-09,+4.925628166644E+00,1
+746.000E-09,+2.914572879669E+00,1
+749.000E-09,+349.748745558E-03,1
+752.000E-09,-2.448241218927E+00,1
+755.000E-09,-4.867336709055E+00,1
+758.000E-09,-6.586934708060E+00,1
+761.000E-09,-7.140703555197E+00,1
+764.000E-09,-6.616080436855E+00,1
+767.000E-09,-5.158793997017E+00,1
+770.000E-09,-2.681407049295E+00,1
+773.000E-09,+349.748745564E-03,1
+776.000E-09,+3.147738710049E+00,1
+779.000E-09,+5.421105556192E+00,1
+782.000E-09,+6.907537724824E+00,1
+785.000E-09,+7.315577927976E+00,1
+788.000E-09,+6.470351792870E+00,1
+791.000E-09,+4.546733692285E+00,1
+794.000E-09,+2.127638202158E+00,1
+797.000E-09,-816.080406311E-03,1
+800.000E-09,-3.614070370797E+00,1
+803.000E-09,-5.887437216939E+00,1
+806.000E-09,-7.286432199182E+00,1
+809.000E-09,-7.548743758350E+00,1
+812.000E-09,-6.557788979260E+00,1
+815.000E-09,-4.546733692285E+00,1
+818.000E-09,-1.748743727800E+00,1
+821.000E-09,+1.282412067059E+00,1
+824.000E-09,+4.080402031544E+00,1
+827.000E-09,+6.353768877687E+00,1
+830.000E-09,+7.607035215945E+00,1
+833.000E-09,+7.548743758350E+00,1
+836.000E-09,+6.470351792870E+00,1
+839.000E-09,+4.313567861911E+00,1
+842.000E-09,+1.282412067052E+00,1
+845.000E-09,-1.981909558180E+00,1
+848.000E-09,-4.867336709055E+00,1
+851.000E-09,-6.965829182419E+00,1
+854.000E-09,-8.073366876692E+00,1
+857.000E-09,-8.015075419097E+00,1
+860.000E-09,-6.703517623244E+00,1
+863.000E-09,-4.313567861911E+00,1
+866.000E-09,-1.049246236679E+00,1
+869.000E-09,+2.360804032539E+00,1
+872.000E-09,+5.246231183413E+00,1
+875.000E-09,+7.286432199182E+00,1
+878.000E-09,+8.160804063082E+00,1
+881.000E-09,+7.781909588724E+00,1
+884.000E-09,+6.091457318512E+00,1
+887.000E-09,+3.380904540416E+00,1
+890.000E-09,+204.020101573E-03,1
+893.000E-09,-3.147738710049E+00,1
+896.000E-09,-6.033165860924E+00,1
+899.000E-09,-7.985929690303E+00,1
+902.000E-09,-8.627135723829E+00,1
+905.000E-09,-8.015075419097E+00,1
+908.000E-09,-6.178894504901E+00,1
+911.000E-09,-3.235175896431E+00,1
+914.000E-09,+262.311559175E-03,1
+917.000E-09,+3.526633184408E+00,1
+920.000E-09,+6.266331691298E+00,1
+923.000E-09,+8.219095520677E+00,1
+926.000E-09,+8.714572910219E+00,1
+929.000E-09,+7.723618131128E+00,1
+932.000E-09,+5.625125657764E+00,1
+935.000E-09,+2.681407049294E+00,1
+938.000E-09,-728.643219923E-03,1
+941.000E-09,-4.226130675529E+00,1
+944.000E-09,-7.111557826404E+00,1
+947.000E-09,-8.772864367814E+00,1
+950.000E-09,-9.180904570966E+00,1
+953.000E-09,-8.102512605486E+00,1
+956.000E-09,-5.712562844153E+00,1
+959.000E-09,-2.389949761325E+00,1
+962.000E-09,+1.194974880670E+00,1
+965.000E-09,+4.692462336277E+00,1
+968.000E-09,+7.344723656777E+00,1
+971.000E-09,+8.918593011798E+00,1
+974.000E-09,+8.947738740592E+00,1
+977.000E-09,+7.490452300754E+00,1
+980.000E-09,+4.779899522658E+00,1
+983.000E-09,+1.369849253441E+00,1
+986.000E-09,-2.360804032539E+00,1
+989.000E-09,-5.858291488146E+00,1
+992.000E-09,-8.597989995036E+00,1
+995.000E-09,-9.792964875698E+00,1
+998.000E-09,-9.414070401340E+00,1
+1.001000E-06,-7.723618131128E+00,0
+1.004000E-06,-4.867336709047E+00,0
+1.007000E-06,-1.224120609456E+00,0
+1.010000E-06,+2.739698506898E+00,0
+1.013000E-06,+6.178894504909E+00,0
+1.016000E-06,+8.452261351051E+00,0
+1.019000E-06,+9.559799045324E+00,0
+1.022000E-06,+9.035175926981E+00,0
+1.025000E-06,+7.111557826396E+00,0
+1.028000E-06,+3.934673387552E+00,0
+1.031000E-06,+204.020101572E-03,0
+1.034000E-06,-3.672361828393E+00,0
+1.037000E-06,-6.878391996030E+00,0
+1.040000E-06,-9.384924672546E+00,0
+1.043000E-06,-10.259296536446E+00,0
+1.046000E-06,-9.501507587729E+00,0
+1.049000E-06,-7.344723656769E+00,0
+1.052000E-06,-3.788944743567E+00,0
+1.055000E-06,+174.874372787E-03,0
+1.058000E-06,+4.138693489141E+00,0
+1.061000E-06,+7.344723656778E+00,0
+1.064000E-06,+9.384924672546E+00,0
+1.067000E-06,+10.026130706072E+00,0
+1.070000E-06,+8.889447282997E+00,0
+1.073000E-06,+6.499497521663E+00,0
+1.076000E-06,+3.089447252446E+00,0
+1.079000E-06,-1.107537694282E+00,0
+1.082000E-06,-5.158793997025E+00,0
+1.085000E-06,-8.277386978273E+00,0
+1.088000E-06,-10.084422163668E+00,0
+1.091000E-06,-10.492462366819E+00,0
+1.094000E-06,-9.268341757355E+00,0
+1.097000E-06,-6.645226165648E+00,0
+1.100000E-06,-2.856281422072E+00,0
+1.103000E-06,+1.340703524656E+00,0
+1.106000E-06,+5.391959827399E+00,0
+1.109000E-06,+8.510552808647E+00,0
+1.112000E-06,+10.171859350057E+00,0
+1.115000E-06,+10.113567892461E+00,0
+1.118000E-06,+8.510552808638E+00,0
+1.121000E-06,+5.566834200168E+00,0
+1.124000E-06,+1.690452270203E+00,0
+1.127000E-06,-2.506532676525E+00,0
+1.130000E-06,-6.324623148894E+00,0
+1.133000E-06,-9.297487486157E+00,0
+1.136000E-06,-10.871356841178E+00,0
+1.139000E-06,-10.667336739597E+00,0
+1.142000E-06,-8.743718639011E+00,0
+1.145000E-06,-5.333668369794E+00,0
+1.148000E-06,-1.224120609455E+00,0
+1.151000E-06,+2.972864337272E+00,0
+1.154000E-06,+6.790954809642E+00,0
+1.157000E-06,+9.530653316531E+00,0
+1.160000E-06,+10.871356841178E+00,0
+1.163000E-06,+10.346733722835E+00,0
+1.166000E-06,+8.277386978264E+00,0
+1.169000E-06,+4.721608065062E+00,0
+1.172000E-06,+378.894474349E-03,0
+1.175000E-06,-4.138693489141E+00,0
+1.178000E-06,-7.956783961511E+00,0
+1.181000E-06,-10.550753824415E+00,0
+1.184000E-06,-11.425125688314E+00,0
+1.187000E-06,-10.434170909224E+00,0
+1.190000E-06,-8.044221147890E+00,0
+1.193000E-06,-4.488442234688E+00,0
+1.196000E-06,-58.291457586E-03,0
+1.199000E-06,+4.605025149889E+00,0
+1.202000E-06,+8.510552808647E+00,0
+1.205000E-06,+10.783919654789E+00,0
+1.208000E-06,+11.425125688314E+00,0
+1.211000E-06,+10.201005078850E+00,0
+1.214000E-06,+7.432160843158E+00,0
+1.217000E-06,+3.322613082819E+00,0
+1.220000E-06,-1.486432168641E+00,0
+1.223000E-06,-5.770854301758E+00,0
+1.226000E-06,-9.210050299769E+00,0
+1.229000E-06,-11.250251315537E+00,0
+1.232000E-06,-11.658291518688E+00,0
+1.235000E-06,-10.288442265239E+00,0
+1.238000E-06,-7.053266368799E+00,0
+1.241000E-06,-2.856281422071E+00,0
+1.244000E-06,+1.952763829389E+00,0
+1.247000E-06,+6.237185962506E+00,0
+1.250000E-06,+9.676381960516E+00,0
+1.253000E-06,+11.483417145910E+00,0
+1.256000E-06,+11.512562874703E+00,0
+1.259000E-06,+9.676381960506E+00,0
+1.262000E-06,+6.266331691289E+00,0
+1.265000E-06,+1.923618100576E+00,0
+1.268000E-06,-2.885427150884E+00,0
+1.271000E-06,-7.024120640016E+00,0
+1.274000E-06,-10.375879451638E+00,0
+1.277000E-06,-12.037185993047E+00,0
+1.280000E-06,-11.600000061092E+00,0
+1.283000E-06,-9.443216130132E+00,0
+1.286000E-06,-5.887437216930E+00,0
+1.289000E-06,-1.311557795843E+00,0
+1.292000E-06,+3.439195998021E+00,0
+1.295000E-06,+7.636180944749E+00,0
+1.298000E-06,+10.463316638027E+00,0
+1.301000E-06,+11.804020162673E+00,0
+1.304000E-06,+11.366834230718E+00,0
+1.307000E-06,+9.064321655773E+00,0
+1.310000E-06,+5.042211081823E+00,0
+1.313000E-06,+145.728643974E-03,0
+1.316000E-06,-4.605025149890E+00,0
+1.319000E-06,-8.656281452633E+00,0
+1.322000E-06,-11.395979959522E+00,0
+1.325000E-06,-12.357789009810E+00,0
+1.328000E-06,-11.221105586733E+00,0
+1.331000E-06,-8.597989995026E+00,0
+1.334000E-06,-4.488442234687E+00,0
+1.337000E-06,+320.603016774E-03,0
+1.340000E-06,+5.071356810638E+00,0
+1.343000E-06,+9.122613113380E+00,0
+1.346000E-06,+11.629145789896E+00,0
+1.349000E-06,+12.357789009810E+00,0
+1.352000E-06,+11.221105586733E+00,0
+1.355000E-06,+7.985929690293E+00,0
+1.358000E-06,+3.410050269207E+00,0
+1.361000E-06,-1.486432168642E+00,0
+1.364000E-06,-6.149748776118E+00,0
+1.367000E-06,-10.055276434876E+00,0
+1.370000E-06,-12.416080467406E+00,0
+1.373000E-06,-12.532663382587E+00,0
+1.376000E-06,-10.842211112375E+00,0
+1.379000E-06,-7.519598029546E+00,0
+1.382000E-06,-2.943718608459E+00,0
+1.385000E-06,+2.098492473376E+00,0
+1.388000E-06,+6.936683453628E+00,0
+1.391000E-06,+10.609045282012E+00,0
+1.394000E-06,+12.503517653795E+00,0
+1.397000E-06,+12.299497552213E+00,0
