x-axis,1,2
second,Volt,Volt
-6.600E-03,,
-6.500E-03,+48.799E-03,-6.621E-03
-6.400E-03,+28.899E-03,-12.088E-03
-6.300E-03,+34.327E-03,-8.671E-03
-6.200E-03,+34.327E-03,-5.254E-03
-6.100E-03,+28.899E-03,-14.138E-03
-6.000E-03,+25.281E-03,-8.671E-03
-5.900E-03,+34.327E-03,-10.721E-03
-5.800E-03,+25.281E-03,-10.721E-03
-5.700E-03,+25.281E-03,-10.721E-03
-5.600E-03,+25.281E-03,-8.671E-03
-5.500E-03,+34.327E-03,-14.138E-03
-5.400E-03,+25.281E-03,-12.088E-03
-5.300E-03,+34.327E-03,-8.671E-03
-5.200E-03,+34.327E-03,-12.088E-03
-5.100E-03,+34.327E-03,-12.088E-03
-5.000E-03,+34.327E-03,-8.671E-03
-4.900E-03,+34.327E-03,-10.721E-03
-4.800E-03,+30.709E-03,-12.088E-03
-4.700E-03,+28.899E-03,-8.671E-03
-4.600E-03,+34.327E-03,-10.721E-03
-4.500E-03,+39.754E-03,-10.721E-03
-4.400E-03,+25.281E-03,-14.138E-03
-4.300E-03,+28.899E-03,-14.138E-03
-4.200E-03,+34.327E-03,-8.671E-03
-4.100E-03,+34.327E-03,-10.721E-03
-4.000E-03,+34.327E-03,-6.621E-03
-3.900E-03,+34.327E-03,-12.771E-03
-3.800E-03,+43.372E-03,-12.088E-03
-3.700E-03,+28.899E-03,-14.138E-03
-3.600E-03,+19.854E-03,-10.721E-03
-3.500E-03,+28.899E-03,-14.138E-03
-3.400E-03,+25.281E-03,-14.138E-03
-3.300E-03,+25.281E-03,-8.671E-03
-3.200E-03,+37.945E-03,-8.671E-03
-3.100E-03,+28.899E-03,-12.088E-03
-3.000E-03,+39.754E-03,-12.088E-03
-2.900E-03,+28.899E-03,-10.721E-03
-2.800E-03,+34.327E-03,-15.505E-03
-2.700E-03,+34.327E-03,-6.621E-03
-2.600E-03,+25.281E-03,-12.088E-03
-2.500E-03,+25.281E-03,-12.088E-03
-2.400E-03,+48.799E-03,-10.038E-03
-2.300E-03,+34.327E-03,-8.671E-03
-2.200E-03,+19.854E-03,-10.721E-03
-2.100E-03,+25.281E-03,-12.088E-03
-2.000E-03,+39.754E-03,-14.138E-03
-1.900E-03,+28.899E-03,-14.138E-03
-1.800E-03,+28.899E-03,-10.721E-03
-1.700E-03,+43.372E-03,-14.138E-03
-1.600E-03,+34.327E-03,-12.088E-03
-1.500E-03,+28.899E-03,-8.671E-03
-1.400E-03,+28.899E-03,-6.621E-03
